daty;LPP;Santander;AmRest;AsBis;KGHM;Mbank;Orange;Pekao;Debica;Budimex;Bumech;CCC;CIECH;Comarch;Develia;Dom Developm;Enea;Eurocash;Orlen;Grenevia;Azoty;Handlowy;ING;InterCars;Kerner;Millenium;Neuca;Polenergia;CD Projekt;KETY;WIG;WIBOR3M
2013-09-30;11,6456589;11,4791864;5,4347826;8,0729484;0,5827539;1,8308425;8,4972077;2,5895452;1,1241029;17,3089073;7,857059;16,6019246;-6,4518244;4,8397191;-1,4343971;-7,5604794;-1,7348485;-7,2827288;-1,8658557;3,5918028;1,368514;8,4999728;5,4606782;4,2097748;4,003239;7,519191;7,7291581;3,3795935;20,1291804;7,1094192;2,925746;-1,1111111
2013-10-31;4,0460415;9,5633539;12,8865979;4,6646198;1,0057471;13,3111597;20,2440517;8,1169898;18,1084128;22,6543302;-1,8211357;15,3511263;27,3447404;17,17032;34,765988;26,6221258;2,4670419;-1,6023934;-1,4709804;-2,3712139;10,1345753;7,0298282;0,8893753;19,5271432;-15,8394161;7,1338456;33,8015184;-4,3161453;4,3049474;4,9614566;6,5723428;-0,3745318
2013-11-30;2,0001239;0,549249;-10,8675799;0,6359406;-4,8964549;9,2164953;3,70322;-2,4045018;7,2744793;1,8766261;-9,7808507;-8,3032491;3,3432726;3,9556567;-9,1236581;8,7673745;10,7591603;6,189286;10,1136738;-1,4950712;-9,8155451;1,0143002;7,9643594;6,6964379;2,2896791;-1,5670164;4,1138086;-7,4334523;8,066534;19,2196391;2,0463977;-0,3759398
2013-12-31;-1,9609034;-1,6674048;-7,7868852;-6,331395;-0,3865541;-10,2354953;-5,3132125;-4,7044267;2,2444762;-0,3493306;-33,0841041;-2,1743021;0,4842905;-7,6132817;-1,7776198;-2,2994892;-15,3182528;-5,1515372;-14,4040502;0,5670762;-14,967278;-12,5028623;-7,0832114;-9,6821141;-10,2933695;-4,5094281;-5,9444098;0,359459;4,721326;-3,3175857;-6,2528962;2,2641509
2014-01-31;-2,2222222;2,466241;-2;-9,7277539;-7,2017199;2,0016331;7,1431945;3,152437;-5,6314691;2,1242968;10,8940129;2,0579896;-0,1621247;-13,3099831;-2,4193217;9,8070361;-7,861383;-14,0247646;-5,3889468;-5,8460943;-15,9982408;-1,71344;5,4184296;7,5686461;0,0756144;12,7776196;-2,479202;-12,4990769;4,5561912;-1,823972;-0,8826102;0
2014-02-28;13,6363636;0,2529704;4,30839;-10,4773726;6,7708798;6,862081;-3,7108926;4,2360618;0,5980491;-5,0333788;21,9141603;10,5036745;8,8716029;-1,889873;9,8789028;-2,6788106;15,7147832;-3,0500506;12,6532819;-7,2160409;9,522563;11,4371248;10,586595;2,929659;-15,7505352;11,9459698;4,3544691;-0,6118918;-4,5806731;-5,4860468;5,861884;0
2014-03-31;-11,1199108;5,6144951;-2,0652174;-20,5682429;-6,8554728;-1,102574;2,3690955;1,8688902;-7,3264766;7,413264;-25,8264732;-0,3811841;-3,111131;6,6053584;3,3760292;-2,2189192;10,3528704;0,5985083;-1,0962637;-4,9644044;5,2178709;-1,3086626;0,2701729;-4,753393;-8,844961;-1,5404046;-13,5431918;21,1064878;-12,4543588;9,2546691;-2,6719853;0
2014-04-30;-11,7915187;6,1797135;-9,1897891;-17,6886067;0,5117565;-4,9994173;-0,0922788;-1,40075;-1,8443701;2,3993425;-8,0779377;-3,0611414;-0,8544571;-0,5012085;5,4309362;-12,7422315;-4,5067158;-0,0976324;4,8131507;-0,2297243;-0,9086461;-0,8831925;2,6315789;-5,5018305;-4,2059523;-0,670011;-3,3116944;-6,7489395;-2,1566064;-1,874813;-0,9178311;0,3690037
2014-05-31;6,5054762;3,3150103;6,0743095;-16,1124779;5,895807;0,2024043;1,0572386;-4,3012072;-1,3816228;0,8243812;-12,1210421;-5,1230369;-0,8533593;0,5037332;0;1,2925843;4,719406;11,0768385;-6,8896809;7,7451864;32,7766805;6,448525;0,0787608;-0,5784173;-0,1027046;-4,8739147;0,9097986;-3,6356117;1,4067481;0,5259325;0,3356922;0
2014-06-30;0,5988688;1,8729454;1,3941698;4,0588177;7,3807917;1,8138785;-2,5330239;-1,1537574;1,6234577;-7,7006546;-20,0001277;-5,8068514;11,2864476;-3,1619923;0,5141008;3,927214;-1,2545169;-7,5609689;0,5723746;2,5365461;-8,6845076;0;0,8394544;-2,2343503;19,1055517;-5,8181818;-0,8340967;-8,4897195;0,2551394;3,6319368;-0,2535773;-1,4705882
2014-07-31;-7,1429804;1,4644717;-18,1818182;-36,5040893;7,3596835;-7,3266533;6,1887829;-4,5227782;1,4340118;-7,3705774;1,2932445;-3,2421765;4,3789687;-9,8719732;-10,2587714;-5,3384709;-0,2830905;-4,1283721;-9,7560198;-9,7471834;0,4130549;-3,111579;-1,2140132;-8,8541667;-13,1383974;-3,4749035;-5,1730844;18,7635899;0,3991183;1,2844693;-3,6542258;-0,3731343
2014-08-31;8,974502;1,4501545;10,4166667;9,6582335;2,6828302;-0,9601246;4,2665997;8,4987503;9,563163;9,7503265;-17,0214023;8,3721834;0,3016032;4,9127193;-2,8645644;-12,0789233;-1,0594101;-10,5047622;6,5673098;-2,2021419;2,6926419;5,0535358;3,8184691;13,6193539;-11,1134115;7,0666667;-10,5721903;-1,0410684;1,3020202;10,2265066;3,6605824;-2,9962547
2014-09-30;17,6862732;-0,4550102;7,5471698;-1,3308508;-4,0297832;6,1484716;8,4756968;7,8330398;9,86082;12,9973806;-6,6667616;8,6753899;14,3436874;21,8988978;8,2518288;12,0661806;8,0061586;-6,3438139;4,6151448;10,7042639;-17,0707626;9,1651193;8,8272597;12,9156065;-3,2980854;9,4645081;5,2287582;1,4002757;7,0307853;13,3613439;5,8027403;-11,969112
2014-10-31;1,5050178;-4,4887949;3,9766082;-9,801782;2,69798;1,3411223;-13,3046189;-9,3321878;2,2618261;-2,4227432;-8,7909908;1,08857;-1,4500506;-0,850538;-1,6328878;3,5783442;-1,2376077;2,7168079;1,6488203;-15,5208655;1,1939588;-8,9553301;-5,7415896;-4,7132791;6,4261284;-5,0056883;4,9689441;-3,0767029;0,6706908;1,425378;-1,6928281;-14,0350877
2014-11-30;-12,0309086;2,0356064;13,8357705;-15,8418759;-5,3937249;1,0838678;-6,0393341;4,9811765;-11,4583106;-1,4112882;17,4697183;12,6203296;9,3340571;19,2976377;-8,8329501;1,546758;11,875082;12,0824475;7,7273167;-0,6037543;-0,3663989;-5,276653;3,0497857;3,9729658;9,9986421;-7,7844311;-1,3443372;3,5324081;4,973827;5,4313888;-1,3021603;5,1020408
2014-12-31;-18,1605435;0,2866667;-1,1857708;-41,1802089;-11,4284558;-1,1907152;-12,3285997;-3,3242259;-7,2725212;6,6981093;-23,5897874;-8,2506338;-4,2471915;1,3903593;13,9337241;-6,4480792;-15,0832747;2,1508488;8,3000096;2,7278751;1,2803644;-0,78586;-2,68757;5,8950797;-2,3701753;7,7922078;0,910191;3,4475382;-4,7381591;-3,0665633;-3,4386681;0
2015-01-31;3,7993207;-17,1057417;15;87,9731577;-3,2143731;-5,8241379;7,5714939;0,1429917;0,998734;9,4711778;-12,7516278;15,3560714;16,6392425;-8,048217;-2,1276799;12,5700115;8,1560773;-3,1064111;12,1263165;-2,6554381;12,1637602;1,2162585;-3,5262206;-4,3201085;9,8120206;-9,7590361;19,4577685;-3,3326441;-2,9960978;-3,4926379;1,3348159;-2,9126214
2015-02-28;-3,7269957;7,1454268;-0,1304348;5,8622847;14,8599955;-2,4944436;10,2794713;3,6797191;-4,3265248;5,2370039;-8,4612755;17,9590719;4,62769;9,6068408;6,5227776;-1,5448566;-1,3983781;-9,289937;-0,4392334;1,8222648;8,4508925;-2,2183195;0,5793644;-0,4028173;2,3950257;-5,8744993;6,0186802;3,10528;8,947365;15,5305268;2,3066504;-9,5
2015-03-31;-2,1439914;5,1870626;8,4457989;-31,6674823;-0,8329147;-3,7068183;-3,4449683;-0,9405455;-10,8718424;-0,0739337;-6,7228852;0,6846533;4,3858645;2,4525759;1,0167475;-3,156271;1,9168501;-1,9766526;8,4972157;-11,0126903;5,1949119;2,3592725;0,7878018;7,482977;15,2785066;-5,6737589;3,4086699;5,3492393;11,5050252;-5,5692037;1,4766376;-8,839779
2015-04-30;8,1331463;-3,8779093;5,1384986;17,6776706;5,3728484;5,9156095;7,0272896;2,0150804;1,7622187;8,0529844;-9,9095943;4,1664266;8,0320042;12,3738187;-1,0065138;11,7112446;-1,33435;11,7629868;15,5789255;-3,6809816;1,2352428;5,212009;6,7070096;12,1314301;-3,1410548;10,2255639;-0,1512799;5,7143795;5,1317809;5,6498605;4,411743;0
2015-05-31;1,0851668;-0,7342191;12,9820542;-30,6402105;-5,888111;-2,4432583;1,7652579;-0,0609258;3,5751447;-2,5954737;-4,0001111;-3,5240097;-7,0601293;0,7382278;0,5161526;2,4867346;2,6983514;4,0007845;3,1693584;3,4715485;-7,0497326;-4,4704756;2,1109011;-10,7400951;10,4740164;-2,5920873;2,5995774;-19,0697963;17,1544024;1,7454331;-1,6748206;1,8181818
2015-06-30;-14,036097;-1,1394605;-1,3180128;-6,3016452;-7,5199666;-9,308274;-16,7004227;1,628351;-3,7003026;-1,5129743;-10,4168716;-5,3328746;6,422368;-0,7328179;-5,6020904;-0,8300544;-4,7156205;0,2671444;7,0661088;-36,2413371;8,3839376;-8,2080982;-12,4112928;-3,2455658;-1,8931567;-8,2633053;-4,1153383;-4,6727538;-1,8955108;-6,6610086;-3,9667549;2,3809524
2015-07-31;15,8311994;-2,5783768;18,4931507;-12,4829708;-10,83353;-8,3973023;-0,3671286;-11,5654796;-2,0183046;13,9225226;4,6510927;10,9152583;21,5504481;-0,7469878;9,1492173;4,3980052;-4,6133597;16,1991035;3,1280962;-13,6892583;2,7720346;0,0514734;-1,1800969;11,3524177;15,9392907;-6,1068702;6,7885223;8,6405344;11,4368469;6,0006453;-1,0839135;0
2015-08-31;1,2990495;-6,5127608;-2,8901734;-23,0875462;-17,3369432;-3,437659;-12,6692408;1,1290308;7,8835199;5,4712983;-6,6666735;-11,4412102;2,7804934;-3,39236;-10,3457722;-7,8952802;-3,6635849;-4,1487956;-3,0332143;4,2743907;6,0067556;-5,5935934;1,3100437;-5,3397658;-4,7287008;-3,2520325;10,0383316;-11,8614558;-8,2997109;-0,4903317;-2,7877418;0
2015-09-30;0,6828755;-17,4204803;-2,3809524;58,5545831;4,3543597;-4,9324868;2,3932934;-4,0579659;0;2,0582171;-10,7142424;-2,3495313;0,1657706;-3,3819194;0,5558896;-4,7402657;-4,8628518;7,4071989;-10,3335587;12,865871;-1,6658271;-7,5844399;-6,2543983;1,2834853;7,8601273;-1,1764706;3,9490929;-0,3656538;10,8204513;-4,1349662;-2,838883;0,5813953
2015-10-31;-6,7221351;9,1307139;10,152439;10,8211741;9,6521886;4,6109426;-2,4757665;-2,6924846;11,3901663;4,9236458;6,6666914;3,0817809;3,0454586;-4,5825346;8,1922704;13,9963146;-5,0286058;16,8059741;-5,1834254;-5,7027759;4,0564206;-2,6093648;1,5951956;-0,1710254;16,0019759;4,0816327;2,2794386;12,1192947;-1,2268876;-4,1433403;0,8972678;0
2015-11-30;-6,6672192;4,41592;10,1577636;30,8875181;-19,5401081;-17,3130001;-4,654388;-8,7824131;0,0336429;0,8394792;-11,2500622;-5,9119034;16,3249387;-3,7557882;-12,6191102;3,4288873;-10,2092581;-0,3633998;8,2207299;-8,7844603;17,2234561;-8,7822569;-5,0429482;7,0584893;-7,3399225;-13,5620915;-4,7751898;0,0376237;-15,0704523;4,3224334;-4,6860208;0
2015-12-31;-18,4041541;-11,6271903;-5,4271357;-17,399984;-12,1874524;4,6124279;-2,9584697;4,7167299;9,9619552;-8,2796003;4,2254219;-12,8662586;-1,1478628;0,0365056;2,879259;1,834192;-1,9156073;-6,7316568;-0,1167037;-1,8075375;-7,8288895;0,1678547;1,8772493;-6,0406732;-0,556308;5,1039698;8,0466035;1,1282861;-1,9498947;7,9269955;-3,0230669;-0,5780347
2016-01-31;-3,4299001;-10,0561216;-1,7534538;-15,7789425;-9,4335012;0,3190769;-1,2184639;-4,6164047;-9,0807687;-1,0734668;-18,9190102;-14,0113585;-9,3041464;-6,1859046;-3,9268762;-10,2229353;3,7170372;13,4018877;-8,2531195;2,4519302;3,5179181;3,9775101;-6,9562727;-2,5448243;-6,7762806;-2,8776978;-9,4368773;-13,9945703;4,2428504;-11,257438;-4,6857172;-1,1627907
2016-02-29;-5,6764416;-12,0582284;-4,5970795;41,0819059;18,1552442;2,5701985;-3,0879582;8,7680562;2,4914531;6,8272197;40,0000617;25,9146606;-5,7694689;8,4150368;9,3584133;5,2265453;-5,6317251;-9,6170629;2,6827663;-3,5935113;-8,7763834;7,274593;5,6908901;14,2520297;12,1764767;8,5185185;6,7680953;-12,3800052;-0,3909997;2,2296389;2,5744834;-1,1764706
2016-03-31;8,6957844;4,1124482;18,4807256;24,0553761;12,0125667;5,2308463;7,325034;10,6181437;-4,1245504;-5,3751325;13,0958219;6,4876803;-4,6927392;10,3479365;14,9672914;-3,5621352;7,7793103;7,3220131;15,6155323;59,624236;2,4899013;12,8438168;5,0291262;-13,9638203;5,9820909;-0,5119454;-10,2292366;2,625475;11,7382551;12,6956007;7,8957453;-0,5952381
2016-04-30;2,3719728;20,2879469;6,937799;19,8863796;-2,2876713;-4,9410644;-7,7142142;-5,7484844;6,7274716;0,5248256;28,4201089;6,4229697;1,0700055;9,3700499;2,3235829;15,7702826;-1,00674;2,1527321;-6,9707826;-0,7752304;-9,7614382;-18,2201719;4,335367;4,3436505;-1,6590954;-14,2367067;4,9945514;-7,9057466;-0,9714302;2,8138505;-2,8058636;0
2016-05-31;-4,093235;-12,9333011;3,3557047;0;-18,8944475;-5,5517285;-7,7172235;-3,9214969;7,1632182;1,2687995;-4,0983109;0,2923264;-11,5400713;-0,5358844;-2,0938822;-3,4462992;-15,0823063;-8,2511654;0,6237141;-3,5300843;-21,587421;0,5800441;0,0797378;15,7206399;5,4406284;-8,8;6,4556305;-10,150906;5,4648108;0,3083547;-3,7736459;0,5988024
2016-06-30;-6,6850553;-11,2534668;-5,4112554;-14,032248;9,4348225;1,2100918;-7,4665985;-2,3912236;-3,9539728;-9,1030395;-22,2220991;-6,3699296;-15,6511784;4,8420472;-1,0118676;-2,8565557;-1,1976048;-5,8979162;-0,1849026;0;2,1599876;-3,6815007;1,1774079;-6,2841965;-2,3005778;2,6315789;0,0259985;-22,2990643;2,0825273;-3,3712791;-2,3898796;1,7857143
2016-07-31;-2,4580884;9,4621145;13,2265446;22,2678031;21,5081304;-1,6673218;6,3116643;-9,9985366;9,9999718;5,6679313;37,3627156;11,3431481;14,9946411;2,747807;2,0368501;5,6833254;10,7036466;13,4482844;-6,6947061;13,817284;5,423621;2,6116671;7,332225;8,431823;16,6024002;-2,1367521;4,0709575;4,7120419;27,0059132;11,5983624;3,1804173;0
2016-08-31;-8,4459573;5,2930389;2,6677445;-7,7012349;-6,7481986;28,2121323;-0,1855719;6,4212675;6,9767084;8,5185653;-18,4000237;3,6171948;17,1679932;19,395414;5,0090286;3,8960874;-10,0398998;-17,7822616;4,0856521;27,8592503;-11,4212651;5,8611492;13,9724464;5,302418;-3,72125;26,419214;1,1145105;-16,8571429;22,1313447;10,1211187;3,8191776;0
2016-09-30;-11,8896749;-9,501751;-5,511811;-5,6936519;1,7070564;-12,2609645;11,5241303;-5,7722415;-4,5786049;6,3726672;-7,8433864;-2,7432683;-1,9698803;5,83598;-7,1413989;4,2870075;-13,6884992;-1,1630388;0,0144676;20,1126608;-4,0336053;4,4085321;-2,0241757;-2,2285143;-0,6406422;-3,1088083;5,9402884;-6,3573883;-6,2114325;6,1359939;-1,7735647;0
2016-10-31;49,4434418;19,7607202;3,7708333;40,4498991;-4,5914198;3,5269034;-6,6666551;-2,1361742;-3,8133475;-3,0118552;-20,2125271;12,4848275;-3,2649293;-9,257664;0;6,1638212;17,9746412;-6,4476951;19,6749456;1,8617923;1,4263985;2,2358252;-2,6646226;-6,0062587;6,3273193;2,8520499;1,7019788;3,2110092;0,0499774;-0,5355337;4,4045081;0,5847953
2016-11-30;-1,8673904;-0,5191564;4,7982333;1,6667478;22,9051177;-8,2808924;-3,7499417;-2,3497079;-5,8898027;1,0144472;5,3333778;-0,0513848;-12,5152626;0,0297818;2,5536737;-10,4835301;-7,3673015;-2,1117618;-1,7345279;-1,1426987;-1,5996268;-13,394335;2,9850746;-2,0348433;3,5635354;-8,1455806;-3,8771241;-2,2222222;19,6350284;-6,938017;-1,0988063;0,5813953
2016-12-31;-1,6743702;17,1029868;13,4099617;-3,2674731;5,8615862;3,3120225;2,2262814;6,427256;2,9207582;-3,5831087;-13,9240729;2,282659;4,1435919;1,1326138;-1,9961907;7,5671456;2,1498792;1,0816068;11,5736267;-1,8460848;1,9016493;13,5075842;8,8267424;4,9349103;-1,9223986;-2,0754717;4,0335082;-2,7272727;9,4086475;6,7408071;6,4489463;0
2017-01-31;-10,1107826;7,0334895;10,8108108;9,4324679;33,9758299;12,7509282;-1,996267;7,5462533;-0,3817437;9,1218955;16,1765006;1,4978638;18,0077527;3,5039191;3,5697459;5,5281917;6,6339803;1,4228235;-4,8294;9,1753609;9,6398956;0,5349697;9,6700796;13,795968;25,0170833;13,2947977;2,6879101;15,1401869;12,3549843;10,8244532;6,72081;0
2017-02-28;11,0072081;-8,2248629;4,1158537;-3,0708599;4,1139107;4,8164708;-12,4073859;3,4431981;2,6123538;13,0674754;18,9869353;9,146734;8,8493123;13,7124539;1,4808737;6,3656331;5,3307901;-16,7941126;16,0380997;10,9909674;0,9169723;2,6710332;3,6673175;-0,0961538;-1,6541526;15,9863946;-0,2371983;29,8701299;20,1218829;-4,4600904;5,5548092;0
2017-03-31;20,0226593;7,657218;1,6105417;-7,6254922;-10,2293313;-5,7292465;-2,1142135;-5,6105437;-1,1811434;0,2514483;34,0427418;5,5444646;6,8092261;13,5299635;-6,8008261;2,9127256;5,9950438;-3,8868159;6,1579687;-0,1934282;-0,3469354;-2,7284824;-6,2334452;-3,3383656;-8,9173931;-5,4252199;-5,172028;-1,25;5,3222291;-3,6197311;-0,6673371;0
2017-04-30;2,1362705;10,6679619;5,907781;3,089932;6,2992625;15,9292275;0;6,4025547;4,9730709;12,318826;-33,3332599;-5,7131803;-2,9862447;1,0355084;2,6161642;2,0130128;5,3951983;7,8076135;15,9998515;11,2807544;-0,9826381;-2,2822377;4,0929065;1,6220986;-2,0875151;7,2868217;3,6429604;-18,5443038;-8,6393483;7,7163465;6,4464955;0
2017-05-31;-9,6412376;-6,3901823;-7,4829932;-18,9946461;-14,1334514;-2,5405506;-1,5120048;-1,8140827;5,7980558;-16,024034;-32,1428375;-6,4149911;-12,9631755;-6,3479011;3,5446449;8,1709211;-5,2043341;-8,0890934;-8,4930174;-2,2725342;-7,3957382;-7,2700868;-1,3930768;6,4510209;-2,0893809;0,5780347;-0,3785291;-12,1989122;18,1343417;0,8197057;-2,5184542;0
2017-06-30;14,0186753;0,5652947;4,4117647;4,9426035;4,6785771;9,5014269;12,5001719;-3,0916049;1,1926662;9,1823855;29,8246127;7,1421612;-9,622198;-3,0410338;0,9821277;7,4193599;18,2341823;0,3881734;5,4181588;4,6507585;-0,0953305;5,549932;3,2536236;-6,1305784;-4,0099831;7,0402299;1,1684713;7,4336283;9,0066225;1,1639676;1,5414513;0
2017-07-31;-2,0980493;1,4274931;4,1830986;-2,8881491;11,51227;-1,535227;6,2378394;2,3974246;-0,7659892;-7,1390994;24,3243345;8,4439796;-5,3252712;-3,8838692;-3,8830988;-0,1288447;15,3231331;14,6176641;-2,3688098;2,566765;11,2153069;3,2268952;8,588521;-7,527252;-1,9439161;3,4899329;-15,8985655;6,9192751;0,5359161;-3,7818179;2,5851236;0
2017-08-31;24,7487198;-1,6932607;-3,4743815;8,4516866;3,1085971;-3,7366548;9,9082548;0,1200914;-2,8442268;2,7780692;-11,9565425;7,4636253;8,530419;-4,1725008;5,7597335;7,654855;0,660066;10,15859;10,8745586;-3,1666329;-1,0502959;0;0,9982;0,0883044;-4,5450501;-3,3722438;-17,9873749;25,577812;-3,5852014;3,2443284;3,7989794;0
2017-09-30;-6,0322536;4,5518709;1,6806723;0;-6,8938533;-4,3368762;-11,6862382;0,0370569;-2,5384318;-3,5835562;13,5802737;6,219517;3,8739787;-8,460122;40,5934279;3,0877152;-2,9508197;-1,3280289;3,2170938;4,6460084;15,820003;-2,6746625;2,257507;0,8787222;-8,335353;-5,9060403;4,0900716;-10,1840491;39,3936965;0,1106394;-1,0528404;0
2017-10-31;4,9169148;-2,7799428;-2,7272727;12,0610854;4,7244512;9,8905876;6,0491766;-7,1150191;0,0994507;-14,8429946;-16,3044036;-1,1056827;-5,0171325;-10,029432;-2,8189604;-0,9439722;-5,8783784;-4,6903553;5,7510738;-5,4287884;-8,5217885;7,7131386;-3,174184;-0,1749161;-12,1135698;13,8373752;-12,5039333;-24,1803279;3,7345479;-1,9984873;0,8973134;0
2017-11-30;-4,6643108;0,6015018;3,653356;-1,3908562;-13,1394199;2,0748165;-2,8519689;7,6600318;-3,0672841;7,8622164;-53,2467064;-12,1239135;-8,7901309;12,0167258;-4,7069876;-11,891109;-14,6446518;-25,3454258;-13,9134138;-7,8257379;-2,3282066;-1,9224698;2,5255005;-4,8967313;-2,8441174;2,8822055;11,8408631;2,7027027;-15,8305692;-1,9028672;-3,7403858;0
2017-12-31;9,004871;-3,765541;12,0218579;11,9679764;4,125817;-1,0636923;6,2384455;1,1688096;7,1401873;5,3934639;-13,8889317;18,8223857;1,8595918;5,6116862;4,561482;15,537368;-3,2800673;-3,6730534;-4,3257623;16,9826025;-2,3851488;12,1659799;1,2768674;13,1768118;0,0238192;8,8915956;-2,0097271;6,5789474;-4,4382321;5,8116975;2,0914214;-0,5780347
2018-01-31;9,2032252;6,2057668;1,2195122;10,0776951;-1,0340189;9,678332;5,8721167;4,9391995;-4,758698;-2,8412488;0;0,9818221;7,130236;-2,6241408;14,1806887;-2,9219848;-4,4347826;1,8494223;2,352881;0,9679442;1,5806065;3,4439243;7,0025215;-8,2233605;7,1130903;7,2706935;0,3691702;9,4650206;19,5937383;-1,3387427;3,6111486;0
2018-02-28;-7,348398;-5,5696159;3,1325301;-2,0039285;-4,5908014;-10,1974402;-7,0146154;-2,5314945;11,0001863;-5,9117071;45,1612133;-12,4423151;-5,7631847;-7,3007912;-12,1028982;1,2037421;-7,9162875;-22,4050528;-11,0392472;2,2355909;-17,8212917;-1,0625178;-10,6338063;-6,8554922;-4,1262783;-12,8258603;-3,518738;7,8947368;-7,7614923;-10,027365;-6,5785169;0
2018-03-31;-3,4944296;-9,8813338;2,3364486;0,5813298;-17,3142936;-8,5579813;1,7544278;-6,9105331;11,7072285;3,704649;-24,4445039;-7,4592637;1,6372189;-20,9864496;-0,7204279;5,7151143;-8,8932806;12,332655;-12,8483861;-4,9998102;-3,6149278;-9,7846062;0,1043784;-1,1315228;2,4603469;-1,7942584;15,9606913;17,7700348;2,2420037;-5,6409673;-5,3899329;-1,1627907
2018-04-30;5,4024727;5,1604666;5,2511416;-5,7949889;7,8555235;2,5300244;-9,1378928;-5,197874;8,4589097;-6,5693543;-17,6470909;11,0647363;-3,558445;6,9989213;0,7256557;1,3518074;13,1236443;4,2999476;6,6347929;-1,6464194;-4,4641872;9,7872324;1,756119;-8,3961523;-2,9806495;4,1412911;2,4875804;0;14,0696897;4,3764544;2,6637697;0
2018-05-31;2,7262108;-12,3554421;-2,3861171;5,2933984;-9,5256266;-0,6834787;-4,9337395;-4,353906;2,2501661;-8,2906672;10,7144746;5,3276442;8,7863397;3,4451522;-1,4460428;-11,1111309;-1,6299137;-0,2970885;-9,1421551;2,3423533;-20,3739002;-3,9752515;-2,9446662;0,2060471;9,5315853;-6,1988304;-6,1553267;5,9171598;17,9582887;1,9532153;-4,4211935;0
2018-06-30;-9,9256845;4,6456547;-2,2222222;-4,9877195;3,8709907;-5,1257712;-7,3850776;1,0664015;3,2698787;-20,8996176;-16,1290901;-24,1201174;-1,4788427;0;-9,9269586;1,5329539;-10,9161793;-8,4807922;3,140555;-17,9744725;1,1727156;-6,1786498;-6,3791954;3,1189035;-9,0854879;0;-4,0182302;0,2793296;9,9158543;-5,7032481;-2,3188315;0
